radius_um,wavelength_nm,theta_deg,intensity
20.0,700.0,61.0,5.939942875770133e-06
20.0,700.0,62.0,6.960240806631429e-06
20.0,700.0,63.0,9.71458054300499e-06
20.0,700.0,64.0,1.1614743531883768e-05
20.0,700.0,65.0,1.1538257877764156e-05
20.0,700.0,66.0,1.1218415711364683e-05
20.0,700.0,67.0,1.0552168884268078e-05
20.0,700.0,68.0,8.04009661635613e-06
20.0,700.0,69.0,4.813059502289782e-06
20.0,700.0,70.0,2.939219411835604e-06
20.0,700.0,71.0,2.153271529276353e-06
20.0,700.0,72.0,1.8123437398240175e-06
20.0,700.0,73.0,2.3668255589156033e-06
20.0,700.0,74.0,3.6572323490210562e-06
20.0,700.0,75.0,4.609044601303622e-06
20.0,700.0,76.0,4.4577341313194025e-06
20.0,700.0,77.0,3.5726724725927204e-06
20.0,700.0,78.0,2.795530122267972e-06
20.0,700.0,79.0,2.1001395050301405e-06
20.0,700.0,80.0,1.4609719675831057e-06
20.0,700.0,81.0,1.3612776915643112e-06
20.0,700.0,82.0,1.8365030380547343e-06
20.0,700.0,83.0,2.4599696183868157e-06
20.0,700.0,84.0,2.431051269158647e-06
20.0,700.0,85.0,1.8315174219431989e-06
20.0,700.0,86.0,1.2403440190610528e-06
20.0,700.0,87.0,9.908221199898548e-07
20.0,700.0,88.0,1.1266171843575646e-06
20.0,700.0,89.0,1.2500037909926585e-06
20.0,700.0,90.0,1.2885110100822538e-06
20.0,700.0,91.0,1.0973530247166468e-06
20.0,700.0,92.0,8.352681205152904e-07
20.0,700.0,93.0,6.741257297698039e-07
20.0,700.0,94.0,7.655300435588814e-07
20.0,700.0,95.0,9.97738468231973e-07
20.0,700.0,96.0,1.0764537353718748e-06
20.0,700.0,97.0,9.266057717400403e-07
20.0,700.0,98.0,6.803911374995271e-07
20.0,700.0,99.0,5.993108144091718e-07
20.0,700.0,100.0,5.835414492743509e-07
20.0,700.0,101.0,5.923160194085629e-07
20.0,700.0,102.0,5.836120611029582e-07
20.0,700.0,103.0,5.739549507270846e-07
20.0,700.0,104.0,5.294426786413536e-07
20.0,700.0,105.0,4.576818556327932e-07
20.0,700.0,106.0,4.193202601183742e-07
20.0,700.0,107.0,5.787547388471558e-07
20.0,700.0,108.0,1.0694670496337978e-06
20.0,700.0,109.0,1.2947300082266102e-06
20.0,700.0,110.0,1.017471281321806e-06
20.0,700.0,111.0,6.752137595314702e-07
20.0,700.0,112.0,1.0222427892556488e-06
20.0,700.0,113.0,1.5316041029687475e-06
20.0,700.0,114.0,1.2770915931510166e-06
20.0,700.0,115.0,4.588773255426867e-07
20.0,700.0,116.0,4.1996894199841186e-07
20.0,700.0,117.0,1.4408230781469855e-06
20.0,700.0,118.0,1.8590668305315982e-06
20.0,700.0,119.0,1.1096205944555243e-06
20.0,700.0,120.0,7.112690171088206e-07
20.0,700.0,121.0,1.0957839785015884e-06
20.0,700.0,122.0,1.1973608837205773e-06
20.0,700.0,123.0,1.1689629651252226e-06
20.0,700.0,124.0,2.2766648306720498e-06
20.0,700.0,125.0,3.2999558459085275e-06
20.0,700.0,126.0,2.173806518933368e-06
20.0,700.0,127.0,1.2836890315344911e-06
20.0,700.0,128.0,2.6464014702517134e-06
20.0,700.0,129.0,3.4303413861925916e-06
20.0,700.0,130.0,2.0071117801893286e-06
20.0,700.0,131.0,1.1836355143164279e-06
20.0,700.0,132.0,3.2701311815612264e-06
20.0,700.0,133.0,5.451642539482766e-06
20.0,700.0,134.0,3.944299677345364e-06
20.0,700.0,135.0,7.200992865914171e-06
20.0,700.0,136.0,1.219151305106677e-05
20.0,700.0,137.0,9.649450089563685e-06
20.0,700.0,138.0,1.8410006441368663e-05
20.0,700.0,139.0,1.7536897947142673e-05
20.0,700.0,140.0,2.053423020839282e-05
20.0,700.0,141.0,2.2174280448857894e-05
20.0,700.0,142.0,1.247441401584473e-05
20.0,700.0,143.0,1.112820701698858e-05
20.0,700.0,144.0,3.56497044165659e-06
20.0,700.0,145.0,5.760844351055418e-06
20.0,700.0,146.0,1.185929812891656e-05
20.0,700.0,147.0,1.190341540257628e-05
20.0,700.0,148.0,1.027259297722927e-05
20.0,700.0,149.0,3.5284180693978892e-06
20.0,700.0,150.0,8.070838778528842e-06
20.0,700.0,151.0,8.73079150644334e-06
20.0,700.0,152.0,8.073786506925662e-06
20.0,700.0,153.0,6.89839110638741e-06
20.0,700.0,154.0,4.585271151407298e-06
20.0,700.0,155.0,7.438564396989401e-06
20.0,700.0,156.0,8.279054088343393e-06
20.0,700.0,157.0,3.978831302344672e-06
20.0,700.0,158.0,4.651854156462011e-06
20.0,700.0,159.0,7.779715695462633e-06
20.0,700.0,160.0,6.437890084478789e-06
20.0,700.0,161.0,2.9495589777589583e-06
20.0,700.0,162.0,3.85764540827168e-06
20.0,700.0,163.0,8.468098531954655e-06
20.0,700.0,164.0,4.888471966899749e-06
20.0,700.0,165.0,4.93585024730908e-06
20.0,700.0,166.0,3.38862037247318e-06
20.0,700.0,167.0,2.6982960542425004e-06
20.0,700.0,168.0,8.515619565113086e-06
20.0,700.0,169.0,5.8104256174936884e-06
20.0,700.0,170.0,7.481258197421476e-06
20.0,700.0,171.0,5.683677752845622e-06
20.0,700.0,172.0,3.01079262711583e-06
20.0,700.0,173.0,5.37325013037284e-06
20.0,700.0,174.0,2.5674873601024388e-06
20.0,700.0,175.0,6.5610553769446015e-06
20.0,700.0,176.0,5.597247294687519e-06
20.0,700.0,177.0,8.79070622300221e-06
20.0,700.0,178.0,1.1895965210610916e-05
20.0,700.0,179.0,2.2491929353260495e-05
20.0,700.0,180.0,5.1206162221731366e-05
50.0,400.0,0.0,1.0
50.0,400.0,1.0,9.898448340407034e-05
50.0,400.0,2.0,5.661751910843778e-05
50.0,400.0,3.0,5.172280406729215e-05
50.0,400.0,4.0,1.7413032627765953e-06
50.0,400.0,5.0,5.1973724065943594e-05
50.0,400.0,6.0,1.1647094562843516e-05
50.0,400.0,7.0,3.0796760379995474e-05
50.0,400.0,8.0,3.418516026744833e-05
50.0,400.0,9.0,2.338989488921195e-05
50.0,400.0,10.0,1.1610606243807707e-05
50.0,400.0,11.0,1.1258186388111721e-05
50.0,400.0,12.0,9.83069594085601e-06
50.0,400.0,13.0,1.1099077065478153e-05
50.0,400.0,14.0,1.5140667386080686e-05
50.0,400.0,15.0,2.106834902755749e-05
50.0,400.0,16.0,2.2420118412517688e-05
50.0,400.0,17.0,1.2444017505372248e-05
50.0,400.0,18.0,1.0871581012236937e-05
50.0,400.0,19.0,1.890131563119234e-05
50.0,400.0,20.0,9.154758438139745e-06
50.0,400.0,21.0,1.533079359098248e-05
50.0,400.0,22.0,9.556491541983746e-06
50.0,400.0,23.0,1.469277095246532e-05
50.0,400.0,24.0,6.768882209726108e-06
50.0,400.0,25.0,1.4492135146665177e-05
50.0,400.0,26.0,8.132413003945873e-06
50.0,400.0,27.0,6.25316500024239e-06
50.0,400.0,28.0,1.1184655725385215e-05
50.0,400.0,29.0,1.0390134769601554e-05
50.0,400.0,30.0,4.926005391136047e-06
50.0,400.0,31.0,4.806716566649311e-06
50.0,400.0,32.0,7.297834910556237e-06
50.0,400.0,33.0,8.248429725916145e-06
50.0,400.0,34.0,5.793862786139189e-06
50.0,400.0,35.0,4.0852133575641175e-06
50.0,400.0,36.0,2.92778605738541e-06
50.0,400.0,37.0,2.610628642069739e-06
50.0,400.0,38.0,3.28855014544282e-06
50.0,400.0,39.0,3.2553745767050553e-06
50.0,400.0,40.0,3.600859291742669e-06
50.0,400.0,41.0,3.62812311107642e-06
50.0,400.0,42.0,3.627605962706559e-06
50.0,400.0,43.0,3.329157658289057e-06
50.0,400.0,44.0,3.533538491680997e-06
50.0,400.0,45.0,3.8895762375864925e-06
50.0,400.0,46.0,3.4826671842580233e-06
50.0,400.0,47.0,2.7838992960514244e-06
50.0,400.0,48.0,2.3362921054502273e-06
50.0,400.0,49.0,2.167411196675966e-06
50.0,400.0,50.0,2.1258319355290622e-06
50.0,400.0,51.0,2.0221008408073606e-06
50.0,400.0,52.0,1.8759182844624664e-06
50.0,400.0,53.0,1.815021431187754e-06
50.0,400.0,54.0,1.5989776529487907e-06
50.0,400.0,55.0,1.1636671257798302e-06
50.0,400.0,56.0,8.45738475550158e-07
50.0,400.0,57.0,7.298117605345198e-07
50.0,400.0,58.0,6.192399503042033e-07
50.0,400.0,59.0,4.853064310376722e-07
50.0,400.0,60.0,4.5206316942847653e-07
50.0,400.0,61.0,4.6853289629370137e-07
50.0,400.0,62.0,4.1809307316797313e-07
50.0,400.0,63.0,3.9140858942468575e-07
50.0,400.0,64.0,3.856980451062894e-07
50.0,400.0,65.0,3.162121553701312e-07
50.0,400.0,66.0,2.706996224340044e-07
50.0,400.0,67.0,2.7340671907890575e-07
50.0,400.0,68.0,2.6971204998124846e-07
50.0,400.0,69.0,2.9174213609159926e-07
50.0,400.0,70.0,2.8311649918124447e-07
50.0,400.0,71.0,2.2640892213512815e-07
50.0,400.0,72.0,2.7745172211973106e-07
50.0,400.0,73.0,2.9830651541589586e-07
50.0,400.0,74.0,1.8660011782993783e-07
50.0,400.0,75.0,2.0680933897509593e-07
50.0,400.0,76.0,1.4766741623369308e-07
50.0,400.0,77.0,8.101651969130217e-08
50.0,400.0,78.0,6.833389496710382e-08
50.0,400.0,79.0,5.56146597443476e-08
50.0,400.0,80.0,6.143893800201255e-08
50.0,400.0,81.0,1.0501766570830924e-07
50.0,400.0,82.0,6.687824602553278e-08
50.0,400.0,83.0,9.997731038970665e-08
50.0,400.0,84.0,3.855337934772149e-08
50.0,400.0,85.0,4.924663061081655e-08
50.0,400.0,86.0,6.74432175684918e-08
50.0,400.0,87.0,6.048666985532811e-08
50.0,400.0,88.0,4.399444451211149e-08
50.0,400.0,89.0,3.369314454666685e-08
50.0,400.0,90.0,6.525479250415467e-08
50.0,400.0,91.0,6.986432639514096e-08
50.0,400.0,92.0,4.6903136913671964e-08
50.0,400.0,93.0,5.5442675332305466e-08
50.0,400.0,94.0,4.4634253111301233e-08
50.0,400.0,95.0,3.2382701289036534e-08
50.0,400.0,96.0,3.8596608665457187e-08
50.0,400.0,97.0,3.852134079985304e-08
50.0,400.0,98.0,4.281623964508162e-08
50.0,400.0,99.0,5.1880032087741406e-08
50.0,400.0,100.0,5.458995894180715e-08
50.0,400.0,101.0,6.857712388169457e-08
50.0,400.0,102.0,4.480139587675707e-08
50.0,400.0,103.0,2.6676803571507425e-08
50.0,400.0,104.0,2.918960241981365e-08
50.0,400.0,105.0,6.70262863150018e-08
50.0,400.0,106.0,5.3396110397647524e-08
50.0,400.0,107.0,2.9716829482856018e-08
50.0,400.0,108.0,6.295009403391423e-08
50.0,400.0,109.0,4.4177407020090735e-08
50.0,400.0,110.0,3.754618742937643e-08
50.0,400.0,111.0,7.769382604658902e-08
50.0,400.0,112.0,2.349511263145137e-08
50.0,400.0,113.0,9.892935834703231e-08
50.0,400.0,114.0,3.874479547492596e-08
50.0,400.0,115.0,7.193547715462952e-08
50.0,400.0,116.0,9.887593257580082e-08
50.0,400.0,117.0,3.127048777987876e-08
50.0,400.0,118.0,9.85707120701152e-08
50.0,400.0,119.0,8.958954758661628e-08
50.0,400.0,120.0,7.106973970278261e-08
50.0,400.0,121.0,9.963108872051114e-08
50.0,400.0,122.0,5.823695108963688e-08
50.0,400.0,123.0,1.1944472557783704e-07
50.0,400.0,124.0,2.943197723126374e-07
50.0,400.0,125.0,3.6814599370143767e-07
50.0,400.0,126.0,3.4495048873699283e-07
50.0,400.0,127.0,2.616558882327748e-07
50.0,400.0,128.0,9.828380230802989e-08
50.0,400.0,129.0,1.540944707869588e-08
50.0,400.0,130.0,3.275666298980512e-08
50.0,400.0,131.0,4.565240911711996e-08
50.0,400.0,132.0,3.4298099907126384e-08
50.0,400.0,133.0,2.027836807397709e-08
50.0,400.0,134.0,3.38509632804901e-08
50.0,400.0,135.0,3.5636920469490144e-08
50.0,400.0,136.0,2.4450156319925847e-08
50.0,400.0,137.0,7.318844347523038e-08
50.0,400.0,138.0,3.853097851431606e-07
50.0,400.0,139.0,9.805992590511004e-07
50.0,400.0,140.0,2.3806226394882584e-06
50.0,400.0,141.0,1.505979347597355e-06
50.0,400.0,142.0,5.773561427066388e-07
50.0,400.0,143.0,6.875590705985989e-07
50.0,400.0,144.0,5.471957553310993e-07
50.0,400.0,145.0,3.5794525588094353e-07
50.0,400.0,146.0,7.097966758054869e-07
50.0,400.0,147.0,6.486412900834315e-07
50.0,400.0,148.0,4.091067522807243e-07
50.0,400.0,149.0,2.508647239936897e-07
50.0,400.0,150.0,4.5600326950554765e-07
50.0,400.0,151.0,5.580043880167916e-07
50.0,400.0,152.0,2.699651201656702e-07
50.0,400.0,153.0,4.349875212118053e-07
50.0,400.0,154.0,4.339337511132273e-07
50.0,400.0,155.0,3.2178611141576845e-07
50.0,400.0,156.0,3.1189015345966196e-07
50.0,400.0,157.0,4.6028975190907117e-07
50.0,400.0,158.0,1.8772293120219514e-07
50.0,400.0,159.0,2.2467438251343413e-07
50.0,400.0,160.0,3.393836939033954e-07
50.0,400.0,161.0,3.95546299482418e-07
50.0,400.0,162.0,3.647894747420755e-07
50.0,400.0,163.0,3.2948306100391916e-07
50.0,400.0,164.0,3.6033562321512335e-07
50.0,400.0,165.0,3.0095821496231286e-07
50.0,400.0,166.0,2.4200552542423386e-07
50.0,400.0,167.0,6.803749456658524e-08
50.0,400.0,168.0,1.819337722940084e-07
50.0,400.0,169.0,4.003820721596021e-07
50.0,400.0,170.0,7.720853568020447e-08
50.0,400.0,171.0,3.588768683343732e-07
50.0,400.0,172.0,3.452593807617186e-08
50.0,400.0,173.0,2.647724852136614e-07
50.0,400.0,174.0,6.027934013648931e-08
50.0,400.0,175.0,1.0736139612546796e-07
50.0,400.0,176.0,1.9786787914981876e-07
50.0,400.0,177.0,1.8274913163851698e-07
50.0,400.0,178.0,1.6545450641660908e-07
50.0,400.0,179.0,2.868962551950686e-07
50.0,400.0,180.0,1.7139187981846583e-06
50.0,410.0,0.0,1.0
50.0,410.0,1.0,0.00010579022252972902
50.0,410.0,2.0,0.00011635297024170482
50.0,410.0,3.0,1.9749742056132007e-06
50.0,410.0,4.0,4.0560958575000454e-05
50.0,410.0,5.0,1.0010296010349168e-05
50.0,410.0,6.0,4.850258250336175e-05
50.0,410.0,7.0,1.0033011844298129e-05
50.0,410.0,8.0,2.879275008259868e-05
50.0,410.0,9.0,3.40931889962839e-05
50.0,410.0,10.0,1.671038922466675e-05
50.0,410.0,11.0,1.1515278424347187e-05
50.0,410.0,12.0,1.1669551347931031e-05
50.0,410.0,13.0,1.1025122539563864e-05
50.0,410.0,14.0,1.040097302129601e-05
50.0,410.0,15.0,1.0564579778712328e-05
50.0,410.0,16.0,1.4935598273791577e-05
50.0,410.0,17.0,2.2091054507265183e-05
50.0,410.0,18.0,1.9789857037701915e-05
50.0,410.0,19.0,9.09073753388522e-06
50.0,410.0,20.0,1.376627248932451e-05
50.0,410.0,21.0,1.7092217921548054e-05
50.0,410.0,22.0,8.280246276247236e-06
50.0,410.0,23.0,1.6215510194643626e-05
50.0,410.0,24.0,7.177939634446035e-06
50.0,410.0,25.0,1.3680083304228376e-05
50.0,410.0,26.0,6.887671103131535e-06
50.0,410.0,27.0,1.1768760051452426e-05
50.0,410.0,28.0,7.689932157613246e-06
50.0,410.0,29.0,6.213151561721627e-06
50.0,410.0,30.0,1.1789622893178137e-05
50.0,410.0,31.0,7.062411651047491e-06
50.0,410.0,32.0,3.5664966913187428e-06
50.0,410.0,33.0,7.252018704934246e-06
50.0,410.0,34.0,8.043855136264705e-06
50.0,410.0,35.0,5.428377838631953e-06
50.0,410.0,36.0,4.334356004206713e-06
50.0,410.0,37.0,4.494754263814561e-06
50.0,410.0,38.0,5.428640242584144e-06
50.0,410.0,39.0,5.561880879243124e-06
50.0,410.0,40.0,3.963465253918496e-06
50.0,410.0,41.0,2.5659512456044374e-06
50.0,410.0,42.0,1.7449695762005746e-06
50.0,410.0,43.0,1.977983029708786e-06
50.0,410.0,44.0,2.564932047940901e-06
50.0,410.0,45.0,3.205994762650953e-06
50.0,410.0,46.0,3.0643604923751925e-06
50.0,410.0,47.0,2.8565508747512473e-06
50.0,410.0,48.0,2.8198923056072555e-06
50.0,410.0,49.0,2.648367597487869e-06
50.0,410.0,50.0,2.345612222789432e-06
50.0,410.0,51.0,1.8409845471179739e-06
50.0,410.0,52.0,1.1896102704216225e-06
50.0,410.0,53.0,7.320490059180659e-07
50.0,410.0,54.0,5.859732076458596e-07
50.0,410.0,55.0,6.981137317417671e-07
50.0,410.0,56.0,1.0618468153861185e-06
50.0,410.0,57.0,1.4112637712565194e-06
50.0,410.0,58.0,1.4284303601531456e-06
50.0,410.0,59.0,1.316459793384881e-06
50.0,410.0,60.0,1.3347914758148506e-06
50.0,410.0,61.0,1.2112975601181041e-06
50.0,410.0,62.0,8.300764924886975e-07
50.0,410.0,63.0,5.336042226952186e-07
50.0,410.0,64.0,3.650043976432327e-07
50.0,410.0,65.0,2.5276421035542103e-07
50.0,410.0,66.0,2.9283347858277563e-07
50.0,410.0,67.0,3.4665398026914994e-07
50.0,410.0,68.0,3.999525550850931e-07
50.0,410.0,69.0,4.182173923120377e-07
50.0,410.0,70.0,2.8981487653753026e-07
50.0,410.0,71.0,1.9892437472072852e-07
50.0,410.0,72.0,9.154722820332596e-08
50.0,410.0,73.0,1.2034705852124678e-07
50.0,410.0,74.0,1.7325562377786605e-07
50.0,410.0,75.0,2.1292300216411122e-07
50.0,410.0,76.0,2.208784907474955e-07
50.0,410.0,77.0,6.71593046767159e-08
50.0,410.0,78.0,5.345013739716063e-08
50.0,410.0,79.0,8.260146270798763e-08
50.0,410.0,80.0,1.6748638759850842e-07
50.0,410.0,81.0,8.039536973277874e-08
50.0,410.0,82.0,5.8654200265389446e-08
50.0,410.0,83.0,7.815141557756931e-08
50.0,410.0,84.0,5.669631520468097e-08
50.0,410.0,85.0,1.2133489718926837e-07
50.0,410.0,86.0,2.5892125924059726e-08
50.0,410.0,87.0,5.164837724659071e-08
50.0,410.0,88.0,7.471808863651777e-08
50.0,410.0,89.0,3.965608721147929e-08
50.0,410.0,90.0,7.503972503651862e-08
50.0,410.0,91.0,8.365536704206643e-08
50.0,410.0,92.0,2.1145201209144842e-08
50.0,410.0,93.0,4.05386020149047e-08
50.0,410.0,94.0,5.233531986876267e-08
50.0,410.0,95.0,1.1881229210196827e-08
50.0,410.0,96.0,3.612119248049839e-08
50.0,410.0,97.0,3.9165484321641593e-08
50.0,410.0,98.0,3.676999830784296e-08
50.0,410.0,99.0,2.3927906089535056e-08
50.0,410.0,100.0,2.3700589335437435e-08
50.0,410.0,101.0,7.650612059968638e-08
50.0,410.0,102.0,6.904423180284768e-08
50.0,410.0,103.0,7.120290405239753e-08
50.0,410.0,104.0,1.0010075378043362e-08
50.0,410.0,105.0,3.0813102419715035e-08
50.0,410.0,106.0,4.0143945797436976e-08
50.0,410.0,107.0,7.072441084663427e-08
50.0,410.0,108.0,4.7973934558014965e-08
50.0,410.0,109.0,7.280483245167756e-08
50.0,410.0,110.0,7.769773998306819e-08
50.0,410.0,111.0,1.0441743139306318e-07
50.0,410.0,112.0,4.8446877075858425e-08
50.0,410.0,113.0,1.4220051392407263e-07
50.0,410.0,114.0,4.283968495079886e-08
50.0,410.0,115.0,9.536641663775222e-08
50.0,410.0,116.0,5.672567599919776e-08
50.0,410.0,117.0,1.5978010130372054e-07
50.0,410.0,118.0,1.369740593868406e-07
50.0,410.0,119.0,3.657548618990071e-08
50.0,410.0,120.0,1.749776371097842e-07
50.0,410.0,121.0,2.3292303446655948e-07
50.0,410.0,122.0,9.335249487803329e-08
50.0,410.0,123.0,3.1563603709891146e-08
50.0,410.0,124.0,1.0750462157790796e-07
50.0,410.0,125.0,1.7280746107518415e-07
50.0,410.0,126.0,1.6582380923458129e-07
50.0,410.0,127.0,1.2745766535522373e-07
50.0,410.0,128.0,8.781669157425377e-08
50.0,410.0,129.0,6.366022449910599e-08
50.0,410.0,130.0,6.148142137046471e-08
50.0,410.0,131.0,5.823826177219172e-08
50.0,410.0,132.0,2.9609400233153736e-08
50.0,410.0,133.0,1.9340821124945106e-08
50.0,410.0,134.0,4.0939788019193376e-08
50.0,410.0,135.0,4.000608712630546e-08
50.0,410.0,136.0,4.6234387034180165e-08
50.0,410.0,137.0,8.196704388817289e-08
50.0,410.0,138.0,1.9008570637964005e-07
50.0,410.0,139.0,1.65568660781581e-06
50.0,410.0,140.0,2.6387318653444164e-06
50.0,410.0,141.0,1.0877737868729733e-06
50.0,410.0,142.0,3.6765324049372877e-07
50.0,410.0,143.0,7.825547115687401e-07
50.0,410.0,144.0,7.680793904255731e-07
50.0,410.0,145.0,4.617486777319761e-07
50.0,410.0,146.0,1.1251419745502538e-06
50.0,410.0,147.0,7.108461745053154e-07
50.0,410.0,148.0,3.3569575693821867e-07
50.0,410.0,149.0,3.008898823452173e-07
50.0,410.0,150.0,5.159612877044172e-07
50.0,410.0,151.0,4.737362980136161e-07
50.0,410.0,152.0,2.424523770908255e-07
50.0,410.0,153.0,5.01542827593193e-07
50.0,410.0,154.0,1.8888746921858908e-07
50.0,410.0,155.0,4.51389819387069e-07
50.0,410.0,156.0,3.363055587778821e-07
50.0,410.0,157.0,3.6397744091804087e-07
50.0,410.0,158.0,5.01627549509343e-07
50.0,410.0,159.0,4.3740547356949364e-07
50.0,410.0,160.0,3.6139663205771683e-07
50.0,410.0,161.0,1.618192698538513e-07
50.0,410.0,162.0,9.738475368971912e-08
50.0,410.0,163.0,1.1965882080591972e-07
50.0,410.0,164.0,2.690539992927444e-07
50.0,410.0,165.0,2.6280754907164693e-07
50.0,410.0,166.0,3.113832521605165e-07
50.0,410.0,167.0,3.042247980936012e-07
50.0,410.0,168.0,9.271825412495911e-08
50.0,410.0,169.0,1.7063595956295173e-07
50.0,410.0,170.0,3.893434158888416e-07
50.0,410.0,171.0,1.566350413174772e-07
50.0,410.0,172.0,1.7453934751248433e-07
50.0,410.0,173.0,1.0203313533649012e-07
50.0,410.0,174.0,1.1600005262380712e-07
50.0,410.0,175.0,2.040905255285633e-07
50.0,410.0,176.0,1.8890101180630196e-07
50.0,410.0,177.0,1.333704225289017e-07
50.0,410.0,178.0,1.4953003488245927e-08
50.0,410.0,179.0,1.5848934933820292e-07
50.0,410.0,180.0,4.365029474081966e-06
50.0,420.0,0.0,1.0
50.0,420.0,1.0,1.5760331289623797e-05
50.0,420.0,2.0,0.00010082843831719816
50.0,420.0,3.0,5.761758434217744e-05
50.0,420.0,4.0,7.519446740112549e-07
50.0,420.0,5.0,5.6173420573515676e-05
50.0,420.0,6.0,1.7514702087111784e-05
50.0,420.0,7.0,3.8733343233392524e-05
50.0,420.0,8.0,1.2040945584120725e-05
50.0,420.0,9.0,2.8135906084979393e-05
50.0,420.0,10.0,3.5812214107622665e-05
50.0,420.0,11.0,1.9268723265813962e-05
50.0,420.0,12.0,1.275316470881012e-05
50.0,420.0,13.0,1.2140198127330366e-05
50.0,420.0,14.0,1.200508922475172e-05
50.0,420.0,15.0,1.096186157325712e-05
50.0,420.0,16.0,1.0074310731013327e-05
50.0,420.0,17.0,1.2114087458163678e-05
50.0,420.0,18.0,1.7974633395745054e-05
50.0,420.0,19.0,2.189967712925573e-05
50.0,420.0,20.0,1.5180374630233658e-05
50.0,420.0,21.0,7.944065524063416e-06
50.0,420.0,22.0,1.7623595290143477e-05
50.0,420.0,23.0,1.2882810100017383e-05
50.0,420.0,24.0,8.883630489843952e-06
50.0,420.0,25.0,1.4167660858650587e-05
50.0,420.0,26.0,7.010964720517392e-06
50.0,420.0,27.0,1.347256414855973e-05
50.0,420.0,28.0,6.639926676725719e-06
50.0,420.0,29.0,1.0214611720675058e-05
50.0,420.0,30.0,7.463929374042659e-06
50.0,420.0,31.0,6.773301528939179e-06
50.0,420.0,32.0,9.22681924218143e-06
50.0,420.0,33.0,4.158733463554851e-06
50.0,420.0,34.0,6.5505005323237665e-06
50.0,420.0,35.0,9.185525504907821e-06
50.0,420.0,36.0,4.206292850641478e-06
50.0,420.0,37.0,2.825819299058479e-06
50.0,420.0,38.0,6.487201408316127e-06
50.0,420.0,39.0,6.57100349928268e-06
50.0,420.0,40.0,3.422732931534624e-06
50.0,420.0,41.0,2.615721892287728e-06
50.0,420.0,42.0,4.400571301661967e-06
50.0,420.0,43.0,4.481297523644385e-06
50.0,420.0,44.0,2.841742578817452e-06
50.0,420.0,45.0,1.5190552596775321e-06
50.0,420.0,46.0,2.2735919996556073e-06
50.0,420.0,47.0,3.4838594103840834e-06
50.0,420.0,48.0,3.866476905669664e-06
50.0,420.0,49.0,2.6944670098456504e-06
50.0,420.0,50.0,1.2550457147347658e-06
50.0,420.0,51.0,8.686450403441106e-07
50.0,420.0,52.0,1.3641028610983574e-06
50.0,420.0,53.0,2.0108798071465204e-06
50.0,420.0,54.0,2.1352823932661387e-06
50.0,420.0,55.0,1.5731229645602948e-06
50.0,420.0,56.0,8.609993695746727e-07
50.0,420.0,57.0,5.974322585042889e-07
50.0,420.0,58.0,8.185890330844007e-07
50.0,420.0,59.0,1.1177455764773764e-06
50.0,420.0,60.0,1.1026248935925282e-06
50.0,420.0,61.0,7.189918429640893e-07
50.0,420.0,62.0,3.3544124969183975e-07
50.0,420.0,63.0,3.647528294841182e-07
50.0,420.0,64.0,6.638211911432468e-07
50.0,420.0,65.0,7.350101354166965e-07
50.0,420.0,66.0,4.670559452013671e-07
50.0,420.0,67.0,2.1132385266591018e-07
50.0,420.0,68.0,2.6231853390586463e-07
50.0,420.0,69.0,4.537457720446479e-07
50.0,420.0,70.0,4.2330103428953304e-07
50.0,420.0,71.0,1.5944550345183155e-07
50.0,420.0,72.0,1.206992724376257e-07
50.0,420.0,73.0,2.1348810459815552e-07
50.0,420.0,74.0,2.4283632966452805e-07
50.0,420.0,75.0,1.4605863047004646e-07
50.0,420.0,76.0,9.369691326426628e-08
50.0,420.0,77.0,1.851798045938656e-07
50.0,420.0,78.0,9.234990807746685e-08
50.0,420.0,79.0,8.619388641291563e-08
50.0,420.0,80.0,1.0012593401483548e-07
50.0,420.0,81.0,1.1599457863454309e-07
50.0,420.0,82.0,5.242040289652207e-08
50.0,420.0,83.0,7.388683320272292e-08
50.0,420.0,84.0,7.411213464870581e-08
50.0,420.0,85.0,7.840255082075937e-08
50.0,420.0,86.0,5.004295856474886e-08
50.0,420.0,87.0,5.593781792613913e-08
50.0,420.0,88.0,7.871266531848076e-08
50.0,420.0,89.0,5.372327210980357e-08
50.0,420.0,90.0,6.050448333400315e-08
50.0,420.0,91.0,3.810975587288442e-08
50.0,420.0,92.0,3.79491944953295e-08
50.0,420.0,93.0,4.2620337144972785e-08
50.0,420.0,94.0,5.801690564936302e-08
50.0,420.0,95.0,3.7375774530660395e-08
50.0,420.0,96.0,7.238938152001541e-08
50.0,420.0,97.0,4.6120710444498876e-08
50.0,420.0,98.0,4.5002770340850136e-08
50.0,420.0,99.0,2.5043801511186513e-08
50.0,420.0,100.0,4.651537976549938e-08
50.0,420.0,101.0,3.488929625722272e-08
50.0,420.0,102.0,3.002275729273341e-08
50.0,420.0,103.0,6.849810030762774e-08
50.0,420.0,104.0,4.454678565597846e-08
50.0,420.0,105.0,5.537825579548438e-08
50.0,420.0,106.0,5.589355989296234e-08
50.0,420.0,107.0,5.6367066003148023e-08
50.0,420.0,108.0,5.1402129951157514e-08
50.0,420.0,109.0,4.692747607983258e-08
50.0,420.0,110.0,5.862501140789286e-08
50.0,420.0,111.0,3.5755381560664406e-08
50.0,420.0,112.0,9.713924260172291e-08
50.0,420.0,113.0,4.0491371729848266e-08
50.0,420.0,114.0,6.517719449511764e-08
