alpha_deg,red_650nm,green_550nm,blue_450nm,white_sum
111.95,0.221169,0.143434,0.288636,0.653239
112,0.182514,0.209287,0.159119,0.55092
112.05,0.125822,0.225771,0.102946,0.454539
112.1,0.0799624,0.188886,0.090957,0.359805
112.15,0.0662396,0.135456,0.0630649,0.264761
112.2,0.0881335,0.110932,0.0231989,0.222265
112.25,0.130861,0.131275,0.0461095,0.308246
112.3,0.170279,0.170284,0.183469,0.524032
112.35,0.185917,0.182973,0.378917,0.747807
112.4,0.171217,0.145857,0.498178,0.815252
112.45,0.135974,0.0805613,0.452315,0.66885
112.5,0.100226,0.0400577,0.284336,0.42462
112.55,0.0831852,0.0671223,0.125204,0.275512
112.6,0.0930907,0.157835,0.0663176,0.317243
112.65,0.123143,0.26007,0.0847231,0.467936
112.7,0.155482,0.309739,0.0959733,0.561194
112.75,0.171053,0.277532,0.0675942,0.516179
112.8,0.16023,0.190082,0.0617251,0.412036
112.85,0.128555,0.109101,0.158305,0.39596
112.9,0.0943592,0.0846913,0.346026,0.525077
112.95,0.0791342,0.119005,0.50644,0.704579
113,0.0954835,0.16803,0.516188,0.779702
113.05,0.139141,0.179339,0.364252,0.682732
113.1,0.189836,0.135697,0.163719,0.489252
113.15,0.221282,0.0703029,0.0474221,0.339006
113.2,0.215471,0.0418202,0.0548206,0.312112
113.25,0.173542,0.0885767,0.120243,0.382361
113.3,0.116686,0.1971,0.162255,0.476041
113.35,0.0756886,0.308867,0.170867,0.555423
113.4,0.0741108,0.360043,0.200642,0.634796
113.45,0.114336,0.324589,0.28592,0.724845
113.5,0.174835,0.22959,0.380059,0.784484
113.55,0.221177,0.133151,0.392303,0.74663
113.6,0.22541,0.0828895,0.285817,0.594116
113.65,0.183056,0.0860588,0.1291,0.398215
113.7,0.1175,0.111918,0.0392297,0.268648
113.75,0.0682524,0.121936,0.0715634,0.261752
113.8,0.0688626,0.103016,0.171161,0.34304
113.85,0.12679,0.0779211,0.237784,0.442495
113.9,0.217163,0.0854697,0.234,0.536633
113.95,0.294889,0.146415,0.217633,0.658937
114,0.318988,0.241864,0.262311,0.823163
114.05,0.27557,0.321729,0.356438,0.953736
114.1,0.186106,0.338125,0.400502,0.924733
114.15,0.0957981,0.279644,0.315739,0.691181
114.2,0.0483886,0.180983,0.147329,0.3767
114.25,0.0618432,0.0999396,0.040102,0.201885
114.3,0.119067,0.077745,0.0993866,0.296198
114.35,0.179115,0.111487,0.280454,0.571055
114.4,0.202257,0.159249,0.428127,0.789632
114.45,0.173963,0.174641,0.429342,0.777945
114.5,0.113447,0.144955,0.31779,0.576192
114.55,0.0616163,0.103309,0.221071,0.385995
114.6,0.0556804,0.103754,0.214067,0.373501
114.65,0.105767,0.176673,0.244631,0.52707
114.7,0.187791,0.298485,0.212571,0.698847
114.75,0.257069,0.4011,0.105767,0.763937
114.8,0.274624,0.417416,0.0305038,0.722544
114.85,0.230422,0.330767,0.095239,0.656428
114.9,0.149533,0.190776,0.279027,0.619336
114.95,0.077438,0.081458,0.438434,0.59733
115,0.0532312,0.0632115,0.450972,0.567415
115.05,0.0867477,0.13132,0.336586,0.554654
115.1,0.153256,0.222494,0.22271,0.598459
115.15,0.208829,0.264906,0.196768,0.670503
115.2,0.217141,0.233414,0.217548,0.668103
115.25,0.171653,0.167003,0.185765,0.524422
115.3,0.0999958,0.134658,0.0864615,0.321115
115.35,0.0479495,0.176746,0.02959,0.254285
115.4,0.0525012,0.269166,0.131997,0.453664
115.45,0.119776,0.340114,0.370721,0.830611
115.5,0.220636,0.327234,0.578372,1.12624
115.55,0.306353,0.229669,0.596578,1.1326
115.6,0.335195,0.112302,0.426968,0.874466
115.65,0.294776,0.0571682,0.220039,0.571983
115.7,0.207821,0.0998326,0.118921,0.426574
115.75,0.11876,0.201706,0.129308,0.449775
115.8,0.0693001,0.281232,0.149241,0.499773
115.85,0.0768741,0.279571,0.110872,0.467317
115.9,0.127527,0.207947,0.0664522,0.401926
115.95,0.186169,0.137854,0.122336,0.446359
116,0.217448,0.141278,0.300845,0.659571
116.05,0.205128,0.229099,0.490756,0.924982
116.1,0.159531,0.33833,0.54628,1.04414
116.15,0.10987,0.380167,0.428816,0.918852
116.2,0.0867044,0.311578,0.240055,0.638337
116.25,0.104764,0.173246,0.115555,0.393565
116.3,0.155406,0.062411,0.0976602,0.315477
116.35,0.212182,0.0605255,0.121657,0.394365
116.4,0.245762,0.171589,0.118308,0.535659
116.45,0.239734,0.318979,0.107518,0.666231
116.5,0.198887,0.402915,0.172949,0.774751
116.55,0.145966,0.373727,0.346233,0.865926
116.6,0.109076,0.264813,0.53645,0.910339
116.65,0.106644,0.161737,0.595892,0.864274
116.7,0.137844,0.133973,0.46339,0.735207
116.75,0.183404,0.183545,0.234852,0.601801
116.8,0.216305,0.249457,0.0802401,0.546003
116.85,0.216796,0.261608,0.086846,0.56525
116.9,0.183823,0.199432,0.18891,0.572164
116.95,0.136631,0.108573,0.254241,0.499445
117,0.105172,0.0636769,0.23184,0.400689
117.05,0.113842,0.108198,0.199647,0.421687
117.1,0.166959,0.219259,0.261487,0.647704
117.15,0.24413,0.324555,0.410139,0.978824
117.2,0.308985,0.356989,0.514646,1.18062
117.25,0.327684,0.303912,0.454479,1.08607
117.3,0.287837,0.213434,0.256689,0.757959
117.35,0.207317,0.15453,0.0814255,0.443272
117.4,0.12705,0.163259,0.0644928,0.354802
117.45,0.090376,0.21698,0.185189,0.492545
117.5,0.119417,0.255632,0.302791,0.67784
117.55,0.201565,0.232495,0.318171,0.752231
117.6,0.294516,0.154507,0.276529,0.725551
117.65,0.34832,0.0806396,0.295163,0.724122
117.7,0.33298,0.0789229,0.403519,0.815422
117.75,0.256094,0.173972,0.488689,0.918755
117.8,0.159803,0.32421,0.420499,0.904512
117.85,0.0977654,0.446376,0.217402,0.761543
117.9,0.1046,0.47053,0.0549563,0.630087
117.95,0.175408,0.386665,0.0908137,0.652886
118,0.26785,0.250043,0.293613,0.811505
118.05,0.326449,0.14193,0.47013,0.938509
118.1,0.315457,0.114174,0.467881,0.897512
118.15,0.240888,0.157221,0.331345,0.729454
118.2,0.148034,0.213732,0.238673,0.60044
118.25,0.0950624,0.226447,0.292395,0.613904
118.3,0.11785,0.18382,0.403186,0.704856
118.35,0.207173,0.128705,0.399481,0.735359
118.4,0.312645,0.123271,0.236591,0.672507
118.45,0.372027,0.196874,0.0632925,0.632194
118.5,0.348921,0.317615,0.0653425,0.731878
118.55,0.256045,0.411202,0.260302,0.927549
118.6,0.14929,0.41463,0.47467,1.03859
118.65,0.0950706,0.324233,0.528133,0.947437
118.7,0.129996,0.200246,0.417038,0.74728
118.75,0.237273,0.12265,0.295107,0.655031
118.8,0.354903,0.131319,0.283936,0.770157
118.85,0.411828,0.197301,0.337564,0.946694
118.9,0.371001,0.248973,0.315922,0.935896
118.95,0.253421,0.233449,0.175081,0.661951
119,0.127938,0.164027,0.0448986,0.336863
119.05,0.0718671,0.113422,0.0947704,0.28006
119.1,0.125218,0.154985,0.335242,0.615445
119.15,0.265735,0.297274,0.582939,1.14595
119.2,0.420058,0.465982,0.636624,1.52266
119.25,0.505045,0.55208,0.476427,1.53355
119.3,0.475283,0.492374,0.271966,1.23962
119.35,0.348936,0.320379,0.195938,0.865253
119.4,0.196763,0.145728,0.250632,0.593124
119.45,0.100882,0.0752924,0.292894,0.469068
119.5,0.107671,0.135748,0.218499,0.461918
119.55,0.202475,0.257722,0.0927745,0.552972
119.6,0.320576,0.334021,0.0806994,0.735297
119.65,0.387258,0.305818,0.256584,0.94966
119.7,0.36266,0.208119,0.506611,1.07739
119.75,0.264705,0.13819,0.633176,1.03607
119.8,0.156909,0.172708,0.548446,0.878064
119.85,0.109056,0.301235,0.350643,0.760933
119.9,0.154749,0.430889,0.208745,0.794382
119.95,0.271266,0.459497,0.189062,0.919825
120,0.393396,0.358409,0.212424,0.964229
120.05,0.452443,0.197489,0.178165,0.828097
120.1,0.41681,0.0911676,0.103822,0.6118
120.15,0.310049,0.108532,0.11504,0.533622
120.2,0.196131,0.220107,0.292661,0.708899
120.25,0.141235,0.324545,0.550635,1.01641
120.3,0.175015,0.333523,0.692248,1.20079
120.35,0.27406,0.245482,0.598151,1.11769
120.4,0.376749,0.147465,0.349487,0.873701
120.45,0.42015,0.142727,0.150978,0.713855
120.5,0.377048,0.262567,0.130661,0.770275
120.55,0.271705,0.43459,0.226577,0.932872
120.6,0.165762,0.534795,0.277959,0.978517
120.65,0.123019,0.483438,0.216659,0.823117
120.7,0.173492,0.308922,0.145176,0.627591
120.75,0.296879,0.128785,0.213291,0.638955
120.8,0.433971,0.0622185,0.430864,0.927054
120.85,0.518786,0.142293,0.630209,1.29129
120.9,0.513176,0.295488,0.629192,1.43786
120.95,0.425259,0.402522,0.421763,1.24954
121,0.302735,0.390919,0.186735,0.88039
121.05,0.206083,0.286631,0.103222,0.595936
121.1,0.176963,0.186458,0.174967,0.538389
121.15,0.218641,0.176355,0.255112,0.650108
121.2,0.297797,0.26227,0.236096,0.796164
121.25,0.365256,0.367864,0.181428,0.914548
121.3,0.383497,0.398728,0.24308,1.0253
121.35,0.346133,0.320018,0.458425,1.12458
121.4,0.279624,0.185265,0.668356,1.13324
121.45,0.227241,0.0943256,0.667535,0.989102
121.5,0.224501,0.114959,0.430182,0.769642
121.55,0.27929,0.230409,0.156105,0.665804
121.6,0.367115,0.353627,0.0736371,0.794379
121.65,0.443876,0.395798,0.208841,1.04852
121.7,0.469437,0.334776,0.373858,1.17807
121.75,0.42961,0.230254,0.385608,1.04547
121.8,0.34475,0.1749,0.26835,0.787999
121.85,0.259921,0.220387,0.212724,0.693033
121.9,0.221171,0.335979,0.341171,0.898321
121.95,0.250184,0.43142,0.550953,1.23256
122,0.331167,0.426297,0.618265,1.37573
122.05,0.418002,0.312841,0.448385,1.17923
122.1,0.459037,0.164575,0.188029,0.811641
122.15,0.426757,0.0843007,0.0709253,0.581983
122.2,0.335806,0.130131,0.170069,0.636006
122.25,0.238033,0.274014,0.334675,0.846722
122.3,0.19548,0.422515,0.377239,0.995234
122.35,0.245032,0.483595,0.290621,1.01925
122.4,0.374498,0.429991,0.244261,1.04875
122.45,0.52495,0.313588,0.366915,1.20545
122.5,0.620126,0.222219,0.572794,1.41514
122.55,0.607977,0.212815,0.640372,1.46116
122.6,0.491248,0.271391,0.461879,1.22452
122.65,0.328717,0.329137,0.180341,0.838194
122.7,0.204662,0.320996,0.0522189,0.577877
122.75,0.182562,0.240785,0.181525,0.604872
122.8,0.269157,0.149404,0.416973,0.835533
122.85,0.410206,0.128563,0.522579,1.06135
122.9,0.521536,0.214856,0.429168,1.16556
122.95,0.538202,0.365605,0.289965,1.19377
123,0.453124,0.485131,0.288535,1.22679
123.05,0.321843,0.494113,0.424073,1.24003
123.1,0.229556,0.390189,0.516903,1.13665
123.15,0.23932,0.252275,0.422164,0.913759
123.2,0.352335,0.18268,0.204406,0.73942
123.25,0.50499,0.229326,0.0740282,0.808344
123.3,0.605711,0.34789,0.158217,1.11182
123.35,0.590444,0.435107,0.364451,1.39
123.4,0.463374,0.410043,0.48725,1.36067
123.45,0.297348,0.281264,0.434348,1.01296
123.5,0.192201,0.146012,0.317578,0.655792
123.55,0.21495,0.118642,0.310537,0.644129
123.6,0.35772,0.241226,0.439247,1.03819
123.65,0.539722,0.445761,0.546013,1.5315
123.7,0.653584,0.599765,0.469758,1.72311
123.75,0.629354,0.602873,0.240818,1.47305
123.8,0.477973,0.461021,0.0688108,1.0078
123.85,0.287323,0.280412,0.129721,0.697456
123.9,0.171948,0.185156,0.380299,0.737403
123.95,0.20549,0.222652,0.599901,1.02804
124,0.375912,0.33129,0.614055,1.32126
124.05,0.590683,0.396191,0.460319,1.44719
124.1,0.729618,0.348117,0.324962,1.4027
124.15,0.714583,0.224858,0.330174,1.26961
124.2,0.554936,0.143292,0.409542,1.10777
124.25,0.341766,0.202337,0.404233,0.948335
124.3,0.194334,0.394751,0.264014,0.853099
124.35,0.190565,0.601619,0.121344,0.913528
124.4,0.322752,0.67858,0.150482,1.15181
124.45,0.504444,0.568198,0.366664,1.43931
124.5,0.623772,0.348855,0.592286,1.56491
124.55,0.610805,0.178391,0.635346,1.42454
124.6,0.478528,0.173976,0.488899,1.1414
124.65,0.313224,0.322076,0.332007,0.967308
124.7,0.220717,0.490608,0.328786,1.04011
124.75,0.261358,0.535148,0.447062,1.24357
124.8,0.413116,0.415701,0.500596,1.32941
124.85,0.58486,0.230674,0.371813,1.18735
124.9,0.67157,0.139652,0.165837,0.977059
124.95,0.618056,0.235267,0.114536,0.96786
125,0.452855,0.46606,0.324671,1.24359
125.05,0.272059,0.672644,0.644957,1.58966
125.1,0.182807,0.709606,0.806233,1.69865
125.15,0.240104,0.557058,0.691459,1.48862
125.2,0.414313,0.33364,0.445463,1.19342
125.25,0.60823,0.201282,0.306926,1.11644
125.3,0.713342,0.238363,0.351192,1.3029
125.35,0.672075,0.382728,0.430792,1.4856
125.4,0.509905,0.489373,0.375773,1.37505
125.45,0.319357,0.454816,0.217666,0.991839
125.5,0.206126,0.306206,0.169558,0.681889
125.55,0.22912,0.181616,0.37413,0.784867
125.6,0.368858,0.216234,0.707927,1.29302
125.65,0.541303,0.426139,0.881123,1.84857
125.7,0.647717,0.684887,0.740072,2.07268
125.75,0.630825,0.814673,0.438251,1.88375
125.8,0.505163,0.722064,0.274933,1.50216
125.85,0.345459,0.471577,0.372302,1.18934
125.9,0.241473,0.238467,0.551617,1.03156
125.95,0.246457,0.176918,0.551443,0.974818
126,0.348838,0.306194,0.342312,0.997344
126.05,0.482172,0.502691,0.175007,1.15987
126.1,0.565994,0.602129,0.297665,1.46579
126.15,0.55289,0.529958,0.658434,1.74128
126.2,0.454644,0.35728,0.937268,1.74919
126.25,0.333317,0.239884,0.882051,1.45525
126.3,0.263615,0.290725,0.575606,1.12995
126.35,0.288965,0.487924,0.333514,1.1104
126.4,0.396526,0.690773,0.350984,1.43828
126.45,0.524879,0.749975,0.503028,1.77788
126.5,0.599354,0.624127,0.52375,1.74723
126.55,0.574613,0.410666,0.34895,1.33423
126.6,0.46055,0.268045,0.212591,0.941186
126.65,0.317321,0.291849,0.372387,0.981557
126.7,0.222642,0.442925,0.77877,1.44434
126.75,0.229539,0.583364,1.08276,1.89567
126.8,0.337626,0.590477,0.996553,1.92466
126.85,0.493215,0.45757,0.609068,1.55985
126.9,0.617835,0.301341,0.29622,1.2154
126.95,0.649541,0.269602,0.319042,1.23819
127,0.5749,0.421627,0.557755,1.55428
127.05,0.434891,0.675149,0.676525,1.78656
127.1,0.302112,0.862512,0.523779,1.6884
127.15,0.241889,0.853981,0.306668,1.40254
127.2,0.27825,0.654406,0.341227,1.27388
127.25,0.38274,0.399893,0.669883,1.45252
127.3,0.491634,0.257563,0.991178,1.74038
127.35,0.541819,0.304867,0.986853,1.83354
127.4,0.505627,0.479184,0.673706,1.65852
127.45,0.405612,0.633553,0.379096,1.41826
127.5,0.301231,0.653166,0.371435,1.32583
127.55,0.254837,0.541988,0.571296,1.36812
127.6,0.295849,0.413757,0.671288,1.38089
127.65,0.403247,0.39649,0.518264,1.318
127.7,0.516573,0.52662,0.308198,1.35139
127.75,0.569835,0.716392,0.361764,1.64799
127.8,0.529587,0.820681,0.735717,2.08598
127.85,0.415547,0.751554,1.1207,2.2878
127.9,0.291358,0.550874,1.15436,1.9966
127.95,0.229648,0.362817,0.80678,1.39924
128,0.270428,0.325515,0.41067,1.00661
128.05,0.396442,0.464638,0.306117,1.1672
128.1,0.540341,0.671943,0.496347,1.70863
128.15,0.620965,0.787428,0.687928,2.09632
128.2,0.589197,0.723438,0.649999,1.96263
128.25,0.457535,0.534941,0.474669,1.46715
128.3,0.295801,0.379851,0.447985,1.12364
128.35,0.194033,0.397476,0.692491,1.284
128.4,0.212488,0.597666,1.00052,1.81067
128.45,0.346736,0.84727,1.05364,2.24764
128.5,0.528219,0.967037,0.779873,2.27513
128.55,0.661004,0.866669,0.442528,1.9702
128.6,0.674782,0.614588,0.357915,1.64729
128.65,0.564325,0.387641,0.557434,1.5094
128.7,0.392646,0.338226,0.769962,1.50083
128.75,0.255425,0.480943,0.739297,1.47567
128.8,0.226569,0.686639,0.516929,1.43014
128.85,0.316035,0.788342,0.401395,1.50577
128.9,0.464524,0.715451,0.593464,1.77344
128.95,0.578642,0.549339,0.954313,2.08229
129,0.586507,0.455023,1.13899,2.18051
129.05,0.481404,0.542473,0.960826,1.9847
129.1,0.327381,0.769272,0.588223,1.68488
129.15,0.222547,0.965867,0.362037,1.55045
129.2,0.240745,0.967663,0.439181,1.64759
129.25,0.385632,0.750854,0.652386,1.78887
129.3,0.584879,0.461866,0.728607,1.77535
129.35,0.729302,0.31184,0.608839,1.64998
129.4,0.735368,0.414955,0.505696,1.65602
129.45,0.595078,0.697092,0.63719,1.92936
129.5,0.383531,0.949272,0.945157,2.27796
129.55,0.21845,0.987315,1.12851,2.33427
129.6,0.193857,0.794055,0.967767,1.95568
129.65,0.325766,0.531886,0.582633,1.44029
129.7,0.541658,0.414356,0.326851,1.28286
129.75,0.720725,0.537187,0.422561,1.68047
129.8,0.762499,0.802354,0.729999,2.29485
129.85,0.644592,0.996086,0.906654,2.54733
129.9,0.435997,0.959415,0.782894,2.17831
129.95,0.257757,0.715565,0.540423,1.51375
130,0.213303,0.452074,0.49702,1.1624
130.05,0.328656,0.371325,0.739147,1.43913
130.1,0.537371,0.528913,1.01545,2.08174
130.15,0.719263,0.789848,1.01363,2.52274
130.2,0.770646,0.938561,0.711856,2.42106
130.25,0.665137,0.854763,0.408753,1.92865
130.3,0.469268,0.613101,0.395115,1.47748
130.35,0.303364,0.424691,0.635959,1.36401
130.4,0.270288,0.465587,0.822678,1.55855
130.45,0.393845,0.729516,0.736528,1.85989
130.5,0.603425,1.02477,0.507205,2.1354
130.55,0.774679,1.12094,0.464234,2.35985
130.6,0.803023,0.930907,0.743324,2.47725
130.65,0.667011,0.583559,1.0992,2.34977
130.7,0.443881,0.328135,1.15357,1.92559
130.75,0.267052,0.344015,0.813902,1.42497
130.8,0.249347,0.604902,0.39314,1.24739
130.85,0.416194,0.9034,0.285495,1.60509
130.9,0.688041,1.01525,0.550163,2.25346
130.95,0.923097,0.872756,0.863233,2.65909
131,0.996637,0.611056,0.888291,2.49598
131.05,0.871603,0.45326,0.64715,1.97201
131.1,0.619829,0.528422,0.474675,1.62293
131.15,0.381417,0.768616,0.615532,1.76557
131.2,0.28544,0.966504,0.928888,2.18083
131.25,0.377466,0.945745,1.04361,2.36682
131.3,0.595496,0.706551,0.789375,2.09142
131.35,0.807888,0.42917,0.408168,1.64523
131.4,0.890948,0.332067,0.295856,1.51887
131.45,0.800955,0.497679,0.560162,1.8588
131.5,0.59875,0.804557,0.896989,2.3003
131.55,0.412777,1.02021,0.931032,2.36402
131.6,0.362386,0.981812,0.639099,1.9833
131.65,0.486459,0.722626,0.376261,1.58535
131.7,0.719345,0.445379,0.471798,1.63652
131.75,0.928499,0.364053,0.850031,2.14258
131.8,0.992094,0.538393,1.1059,2.63638
131.85,0.871362,0.82972,0.952928,2.65401
131.9,0.635142,1.01067,0.540916,2.18672
131.95,0.421733,0.94143,0.287946,1.65111
132,0.359596,0.675043,0.4191,1.45374
132.05,0.49258,0.411822,0.73189,1.63629
132.1,0.75312,0.341706,0.846717,1.94154
132.15,0.999399,0.49929,0.649251,2.14794
132.2,1.09559,0.743553,0.417067,2.25621
132.25,0.989361,0.87474,0.487158,2.35126
132.3,0.742121,0.793705,0.847801,2.38363
132.35,0.494567,0.57791,1.12756,2.20004
132.4,0.387098,0.415891,1.00362,1.80661
132.45,0.480582,0.453894,0.572035,1.50651
132.5,0.722665,0.676587,0.258811,1.65806
132.55,0.978644,0.91585,0.36391,2.2584
132.6,1.10886,0.98077,0.742525,2.83216
132.65,1.04802,0.807386,0.975181,2.83059
132.7,0.840986,0.51168,0.832743,2.18541
132.75,0.614925,0.304575,0.517282,1.43678
132.8,0.504355,0.334063,0.416958,1.25538
132.85,0.572814,0.57504,0.659379,1.80723
132.9,0.776545,0.849958,0.968612,2.59511
132.95,0.991127,0.963061,0.982608,2.9368
133,1.08542,0.845174,0.667504,2.5981
133.05,0.999737,0.59989,0.359265,1.95889
133.1,0.782482,0.418799,0.386912,1.58819
133.15,0.563671,0.43328,0.704003,1.70095
133.2,0.480041,0.616923,0.944274,2.04124
133.25,0.594861,0.811611,0.838071,2.24454
133.3,0.858872,0.854419,0.519604,2.23289
133.35,1.13546,0.705815,0.377872,2.21915
133.4,1.27639,0.48022,0.616805,2.37341
133.45,1.20519,0.356278,1.01689,2.57835
133.5,0.960767,0.436929,1.16634,2.56404
133.55,0.67622,0.667648,0.907207,2.25108
133.6,0.504677,0.876195,0.504275,1.88515
133.65,0.534251,0.903884,0.354598,1.79273
133.7,0.740186,0.728077,0.563296,2.03156
133.75,1.001,0.48193,0.852383,2.33531
133.8,1.16889,0.355335,0.892012,2.41623
133.85,1.15379,0.45142,0.673984,2.27919
133.9,0.973145,0.707131,0.508535,2.18881
133.95,0.739293,0.938478,0.654474,2.33225
134,0.592608,0.977059,1.00572,2.57539
134.05,0.619399,0.795455,1.19299,2.60785
134.1,0.802184,0.527249,0.992321,2.32175
134.15,1.03087,0.36668,0.585642,1.98319
134.2,1.16798,0.423699,0.378734,1.97042
134.25,1.12992,0.643808,0.570921,2.34465
134.3,0.936732,0.852956,0.945962,2.73565
134.35,0.701569,0.892859,1.11123,2.70566
134.4,0.565519,0.743124,0.92124,2.22988
134.45,0.615458,0.536271,0.623103,1.77483
134.5,0.832361,0.453369,0.571373,1.8571
134.55,1.10016,0.579975,0.83269,2.51282
134.6,1.27048,0.834072,1.11656,3.22111
134.65,1.24654,1.02415,1.10356,3.37425
134.7,1.03836,0.995901,0.802937,2.83719
134.75,0.757887,0.756047,0.542466,2.0564
134.8,0.556783,0.476067,0.603417,1.63627
134.85,0.542107,0.368411,0.90775,1.81827
134.9,0.717611,0.526072,1.10666,2.35034
134.95,0.983333,0.847557,0.973837,2.80473
135,1.19303,1.10751,0.666186,2.96673
135.05,1.2363,1.12318,0.557243,2.91672
135.1,1.09876,0.891982,0.82067,2.81141
135.15,0.866879,0.594575,1.22248,2.68394
135.2,0.675806,0.458479,1.35823,2.49252
135.25,0.631068,0.584705,1.08427,2.30005
135.3,0.74911,0.870365,0.674939,2.29441
135.35,0.950279,1.08867,0.532044,2.57099
135.4,1.10731,1.06654,0.761045,2.9349
135.45,1.12064,0.822665,1.07415,3.01746
135.5,0.976951,0.556344,1.12189,2.65519
135.55,0.757316,0.49242,0.883224,2.13296
135.6,0.590697,0.701052,0.680284,1.97203
135.65,0.579531,1.03492,0.801829,2.41628
135.7,0.740071,1.23797,1.1586,3.13664
135.75,0.991443,1.14563,1.36456,3.50164
135.8,1.19959,0.820793,1.16507,3.18545
135.85,1.25129,0.514959,0.737973,2.50422
135.9,1.11674,0.478278,0.521823,2.11684
135.95,0.865812,0.762704,0.745577,2.37409
136,0.629386,1.17321,1.17364,2.97624
136.05,0.527786,1.41056,1.35436,3.29271
136.1,0.606144,1.29967,1.10778,3.0136
136.15,0.812168,0.927008,0.718891,2.45807
136.2,1.0276,0.577235,0.621119,2.22596
136.25,1.13485,0.514657,0.917503,2.56701
136.3,1.08118,0.778221,1.26958,3.12898
136.35,0.905186,1.1517,1.27832,3.33521
136.4,0.711899,1.33521,0.932786,2.9799
136.45,0.611686,1.18489,0.623244,2.41982
136.5,0.657906,0.830744,0.700555,2.18921
136.55,0.818156,0.575987,1.07521,2.46935
136.6,0.994509,0.6538,1.31165,2.95996
136.65,1.08056,1.03379,1.12059,3.23494
136.7,1.02263,1.4353,0.698711,3.15664
136.75,0.850781,1.54328,0.525351,2.91941
136.8,0.662231,1.25969,0.830395,2.75232
136.85,0.566898,0.790616,1.32358,2.6811
136.9,0.625415,0.494557,1.4958,2.61577
136.95,0.814242,0.605904,1.16929,2.58944
137,1.03722,1.04925,0.691057,2.77752
137.05,1.17721,1.49292,0.553371,3.2235
137.1,1.15952,1.60371,0.859294,3.62252
137.15,0.99234,1.30518,1.22421,3.52173
137.2,0.762454,0.836637,1.21937,2.81846
137.25,0.588644,0.565006,0.858779,2.01243
137.3,0.558442,0.69668,0.58163,1.83675
137.35,0.682425,1.11637,0.748318,2.54711
137.4,0.890418,1.48082,1.21687,3.5881
137.45,1.07093,1.49371,1.48311,4.04774
137.5,1.13178,1.14376,1.23849,3.51403
137.55,1.04884,0.715874,0.725802,2.49052
137.6,0.876687,0.564783,0.488163,1.92963
137.65,0.716283,0.829782,0.778804,2.32487
137.7,0.65811,1.31781,1.28145,3.25737
137.75,0.732266,1.65023,1.45394,3.83643
137.8,0.89285,1.55992,1.11972,3.57249
137.85,1.04476,1.10491,0.655805,2.80548
137.9,1.09779,0.628528,0.571061,2.29738
137.95,1.0179,0.495236,0.943688,2.45682
138,0.847394,0.807899,1.34201,2.9973
138.05,0.682713,1.32787,1.31431,3.32489
138.1,0.62175,1.66042,0.898945,3.18111
138.15,0.70943,1.56023,0.58248,2.85214
138.2,0.911252,1.11818,0.749785,2.77922
138.25,1.12955,0.684721,1.24095,3.05522
138.3,1.25419,0.59235,1.51641,3.36296
138.35,1.22085,0.896274,1.25513,3.37226
138.4,1.04565,1.3364,0.722493,3.10455
138.45,0.817555,1.54825,0.492234,2.85804
138.5,0.652333,1.35457,0.821434,2.82834
138.55,0.632316,0.907208,1.36689,2.90641
138.6,0.763934,0.567606,1.55846,2.89
138.65,0.97547,0.620682,1.21947,2.81562
138.7,1.15614,1.04719,0.750231,2.95356
138.75,1.21554,1.53362,0.675061,3.42422
138.8,1.13164,1.71231,1.05925,3.90321
138.85,0.961467,1.44504,1.4454,3.85191
138.9,0.808776,0.929843,1.3777,3.11632
138.95,0.766116,0.549307,0.924739,2.24016
139,0.862748,0.578592,0.611208,2.05255
139.05,1.04719,0.978951,0.82942,2.85556
139.1,1.21461,1.4339,1.38717,4.03568
139.15,1.26493,1.59658,1.70283,4.56434
139.2,1.16032,1.35495,1.43997,3.95525
139.25,0.95005,0.910883,0.88102,2.74195
139.3,0.747708,0.615989,0.623917,1.98761
139.35,0.671528,0.695382,0.93363,2.30054
139.4,0.779137,1.07489,1.46165,3.31567
139.45,1.03248,1.44388,1.63808,4.11445
139.5,1.31347,1.50183,1.29743,4.11273
139.55,1.48381,1.19518,0.846337,3.52532
139.6,1.45822,0.760574,0.796535,3.01533
139.65,1.2515,0.542093,1.19123,2.98482
139.7,0.972921,0.724547,1.56494,3.26241
139.75,0.769427,1.18885,1.47575,3.43402
139.8,0.747102,1.60008,1.01014,3.35732
139.85,0.913452,1.6599,0.694386,3.26774
139.9,1.17275,1.32989,0.910385,3.41302
139.95,1.37833,0.856699,1.46507,3.7001
140,1.41421,0.582681,1.79105,3.78794
140.05,1.26107,0.688763,1.5572,3.50704
140.1,1.00927,1.06537,1.01945,3.09409
140.15,0.809816,1.40636,0.734181,2.95035
140.2,0.789252,1.44952,0.95819,3.19696
140.25,0.975562,1.17698,1.39259,3.54513
140.3,1.27766,0.822863,1.53675,3.63727
140.35,1.53224,0.685772,1.24614,3.46415
140.4,1.59393,0.89336,0.877494,3.36479
140.45,1.41918,1.30116,0.874582,3.59492
140.5,1.09591,1.60282,1.26576,3.96448
140.55,0.799888,1.56584,1.63045,3.99618
140.6,0.699673,1.21127,1.56471,3.47566
140.65,0.8618,0.799944,1.12744,2.78919
140.7,1.20983,0.636382,0.778637,2.62484
140.75,1.56206,0.840358,0.882855,3.28528
140.8,1.72935,1.25925,1.32137,4.30998
140.85,1.6197,1.58585,1.62775,4.8333
140.9,1.29121,1.58996,1.48903,4.3702
140.95,0.922395,1.28764,1.06815,3.27818
