alpha_deg,red_650nm,green_550nm,blue_450nm,white_sum
57.1,0.0734769,0.0934641,0.299011,0.465952
57.15,0.0677449,0.0775701,0.181702,0.327017
57.2,0.0666171,0.0686789,0.0964834,0.231779
57.25,0.0702659,0.0687112,0.0789972,0.217974
57.3,0.076125,0.0767689,0.130866,0.28376
57.35,0.0804229,0.0906054,0.228295,0.399323
57.4,0.0801538,0.107732,0.341687,0.529573
57.45,0.0743408,0.125088,0.445836,0.645264
57.5,0.0640448,0.138241,0.517493,0.719778
57.55,0.0514278,0.142108,0.534326,0.727862
57.6,0.0386944,0.133869,0.4851,0.657664
57.65,0.0276094,0.116171,0.382582,0.526362
57.7,0.0196803,0.097541,0.262735,0.379956
57.75,0.0164916,0.0885378,0.166858,0.271888
57.8,0.0195603,0.0956335,0.121044,0.236237
57.85,0.0295173,0.117087,0.128637,0.275241
57.9,0.0450947,0.143951,0.176368,0.365414
57.95,0.0627662,0.16556,0.242919,0.471245
58,0.0776315,0.175421,0.302959,0.556012
58.05,0.085373,0.173367,0.331102,0.589842
58.1,0.0843343,0.163048,0.3117,0.559082
58.15,0.0765274,0.147655,0.249936,0.474118
58.2,0.0668762,0.127843,0.172375,0.367094
58.25,0.0609817,0.103377,0.11274,0.277099
58.3,0.0625492,0.0763923,0.0932495,0.232191
58.35,0.0718266,0.0526557,0.116124,0.240606
58.4,0.0858264,0.0391407,0.168947,0.293914
58.45,0.100107,0.0397364,0.234734,0.374578
58.5,0.111061,0.0527495,0.297135,0.460946
58.55,0.117475,0.0723088,0.341,0.530783
58.6,0.120633,0.0923196,0.35465,0.567602
58.65,0.123111,0.10945,0.335547,0.568108
58.7,0.127053,0.122778,0.293594,0.543425
58.75,0.132882,0.131113,0.246951,0.510945
58.8,0.139028,0.131356,0.213143,0.483527
58.85,0.142629,0.120369,0.202513,0.465511
58.9,0.140746,0.099218,0.216757,0.456721
58.95,0.131523,0.0758451,0.249245,0.456613
59,0.114916,0.0628068,0.284936,0.462659
59.05,0.0928657,0.0706275,0.303408,0.466901
59.1,0.0689606,0.101206,0.288654,0.458821
59.15,0.0476529,0.146181,0.241047,0.434881
59.2,0.0331371,0.191597,0.180347,0.405081
59.25,0.0281081,0.225473,0.13444,0.388021
59.3,0.032791,0.242898,0.122129,0.397818
59.35,0.0446945,0.245564,0.144378,0.434637
59.4,0.0593493,0.237235,0.189267,0.485851
59.45,0.0718575,0.219631,0.242121,0.53361
59.5,0.0786357,0.192201,0.289905,0.560742
59.55,0.0785606,0.155418,0.31954,0.553519
59.6,0.0729926,0.114072,0.318792,0.505857
59.65,0.0647414,0.0770818,0.283957,0.42578
59.7,0.0566006,0.0535886,0.226969,0.337158
59.75,0.0502679,0.0482677,0.171889,0.270424
59.8,0.0461579,0.059387,0.141491,0.247036
59.85,0.0440134,0.0806659,0.145777,0.270456
59.9,0.043731,0.104919,0.181451,0.3301
59.95,0.0457558,0.126487,0.238442,0.410685
60,0.050794,0.141234,0.3031,0.495129
60.05,0.0591365,0.145489,0.355979,0.560604
60.1,0.0701858,0.136246,0.373394,0.579826
60.15,0.0826006,0.113324,0.339751,0.535675
60.2,0.0949701,0.0816574,0.262878,0.439505
60.25,0.106475,0.0510637,0.175801,0.33334
60.3,0.116964,0.0325152,0.118819,0.268299
60.35,0.126309,0.0329222,0.115399,0.274631
60.4,0.133542,0.0519055,0.161993,0.34744
60.45,0.136546,0.0827305,0.237501,0.456778
60.5,0.132829,0.116492,0.319163,0.568484
60.55,0.121116,0.146385,0.389216,0.656718
60.6,0.102838,0.169277,0.431595,0.70371
60.65,0.0823819,0.184307,0.430704,0.697392
60.7,0.0656543,0.190628,0.379665,0.635947
60.75,0.0574876,0.186699,0.290552,0.534738
60.8,0.059273,0.171696,0.193422,0.424391
60.85,0.0682069,0.147504,0.121839,0.33755
60.9,0.0786864,0.11922,0.096533,0.29444
60.95,0.0851474,0.0935048,0.119453,0.298105
61,0.0847762,0.0759525,0.178357,0.339086
61.05,0.0785963,0.0692988,0.253028,0.400923
61.1,0.0704036,0.07329,0.318272,0.461966
61.15,0.0642956,0.0855663,0.348247,0.498108
61.2,0.0623258,0.102415,0.327006,0.491746
61.25,0.0636353,0.119069,0.260172,0.442877
61.3,0.0654239,0.130295,0.175874,0.371593
61.35,0.0649719,0.132019,0.110363,0.307354
61.4,0.0613565,0.123549,0.0883395,0.273245
61.45,0.0558306,0.108726,0.113295,0.277852
61.5,0.0507913,0.0945398,0.172869,0.3182
61.55,0.0481752,0.0875297,0.250078,0.385783
61.6,0.0483943,0.0902023,0.328829,0.467426
61.65,0.0504253,0.0999717,0.392438,0.542835
61.7,0.0527995,0.11135,0.423327,0.587477
61.75,0.0546373,0.119627,0.409643,0.583907
61.8,0.0559385,0.123221,0.354288,0.533448
61.85,0.056999,0.123162,0.276912,0.457072
61.9,0.0575485,0.120647,0.205338,0.383533
61.95,0.0564514,0.115183,0.16241,0.334044
62,0.0523762,0.105061,0.156962,0.3144
62.05,0.0450524,0.0896651,0.18255,0.317267
62.1,0.036167,0.0713568,0.221891,0.329415
62.15,0.0290741,0.055041,0.254009,0.338124
62.2,0.0272533,0.0455956,0.262463,0.335311
62.25,0.032347,0.0452286,0.242516,0.320092
62.3,0.0430051,0.0527994,0.203275,0.299079
62.35,0.0553484,0.0653049,0.162345,0.282998
62.4,0.0648746,0.0798504,0.136076,0.280801
62.45,0.0687129,0.0942655,0.132297,0.295276
62.5,0.0669066,0.10619,0.149794,0.32289
62.55,0.0620193,0.112263,0.182222,0.356504
62.6,0.0574173,0.109162,0.221174,0.387754
62.65,0.0553798,0.096367,0.256632,0.408379
62.7,0.0562031,0.0784106,0.27784,0.412453
62.75,0.0587232,0.0641192,0.277262,0.400105
62.8,0.0617049,0.0624617,0.255468,0.379635
62.85,0.0650051,0.0774982,0.222134,0.364637
62.9,0.0696746,0.105998,0.1916,0.367273
62.95,0.0769874,0.139506,0.176395,0.392888
63,0.0871887,0.169299,0.182821,0.439308
63.05,0.0989424,0.190565,0.209245,0.498752
63.1,0.109921,0.20296,0.245642,0.558522
63.15,0.118109,0.207795,0.275176,0.60108
63.2,0.122851,0.204835,0.280528,0.608214
63.25,0.124836,0.191736,0.25424,0.570811
63.3,0.125042,0.166668,0.205946,0.497656
63.35,0.123459,0.131738,0.158768,0.413966
63.4,0.118666,0.0940582,0.135694,0.348418
63.45,0.108766,0.0632066,0.146555,0.318528
63.5,0.0931554,0.0467551,0.185956,0.325867
63.55,0.0738872,0.0469636,0.241496,0.362346
63.6,0.0554987,0.0606478,0.301866,0.418013
63.65,0.0431134,0.0816931,0.356904,0.48171
63.7,0.0398168,0.103953,0.393077,0.536847
63.75,0.0449039,0.122652,0.394405,0.56196
63.8,0.0541678,0.134245,0.352224,0.540637
63.85,0.062165,0.136127,0.275431,0.473724
63.9,0.0651386,0.127327,0.189855,0.382321
63.95,0.0628401,0.109782,0.125322,0.297945
64,0.0581697,0.0886721,0.100537,0.247378
64.05,0.0549372,0.070722,0.116765,0.242424
64.1,0.0552273,0.0611526,0.161728,0.278108
64.15,0.058071,0.0613114,0.216847,0.336229
64.2,0.0602323,0.0687042,0.262307,0.391244
64.25,0.0585234,0.0792944,0.281027,0.418845
64.3,0.0520764,0.0901599,0.264503,0.406739
64.35,0.0430707,0.100446,0.218467,0.361984
64.4,0.035472,0.110146,0.162203,0.307821
64.45,0.0326557,0.118151,0.11928,0.270087
64.5,0.0354882,0.121602,0.105802,0.262892
64.55,0.042072,0.117324,0.125023,0.284418
64.6,0.0492045,0.104279,0.170589,0.324073
64.65,0.0544639,0.085028,0.232337,0.371829
64.7,0.0574807,0.0650043,0.298085,0.42057
64.75,0.0596004,0.0501077,0.352195,0.461903
64.8,0.0623123,0.0442515,0.377229,0.483793
64.85,0.0656839,0.0482399,0.361779,0.475703
64.9,0.0680049,0.0601473,0.309221,0.437373
64.95,0.0669444,0.0764161,0.238849,0.38221
65,0.0614056,0.0929119,0.176745,0.331063
65.05,0.0527196,0.105844,0.142585,0.301148
65.1,0.0442421,0.112828,0.14147,0.29854
65.15,0.0395167,0.113963,0.164816,0.318295
65.2,0.0401804,0.112134,0.197382,0.349697
65.25,0.0450094,0.111776,0.22496,0.381745
65.3,0.0507606,0.116348,0.239212,0.406321
65.35,0.0542689,0.126082,0.238992,0.419343
65.4,0.0544218,0.137716,0.228804,0.420942
65.45,0.052722,0.146665,0.215622,0.415009
65.5,0.0521133,0.150105,0.205925,0.408143
65.55,0.0549041,0.148566,0.204452,0.407922
65.6,0.0612138,0.144734,0.214174,0.420122
65.65,0.0689661,0.14046,0.235349,0.444775
65.7,0.0753803,0.134576,0.263,0.472957
65.75,0.0788848,0.123586,0.285651,0.488122
65.8,0.0801177,0.104915,0.289144,0.474177
65.85,0.0813392,0.0801616,0.26513,0.426631
65.9,0.0847004,0.0556069,0.218172,0.358479
65.95,0.0905941,0.0392736,0.164927,0.294795
66,0.0972399,0.0365313,0.125164,0.258935
66.05,0.101775,0.047321,0.111365,0.260461
66.1,0.102073,0.0667462,0.124189,0.293008
66.15,0.0980146,0.0882032,0.155028,0.341246
66.2,0.0913629,0.106543,0.191318,0.389224
66.25,0.0843752,0.11923,0.220513,0.424118
66.3,0.0782031,0.12547,0.232762,0.436434
66.35,0.0722519,0.124912,0.224072,0.421236
66.4,0.0649723,0.117489,0.199079,0.38154
66.45,0.0554966,0.104402,0.17012,0.330018
66.5,0.0448877,0.0888782,0.151508,0.285274
66.55,0.0360035,0.0754141,0.152785,0.264203
66.6,0.0319449,0.0676751,0.175956,0.275576
66.65,0.0340845,0.0666593,0.21726,0.318004
66.7,0.0410351,0.0706622,0.269287,0.380984
66.75,0.049328,0.0770597,0.320419,0.446807
66.8,0.0554288,0.084302,0.354284,0.494015
66.85,0.0577864,0.0923199,0.354432,0.504538
66.9,0.0575548,0.101026,0.314253,0.472835
66.95,0.0575028,0.108444,0.244574,0.410521
67,0.0598456,0.110514,0.170741,0.341101
67.05,0.0644807,0.103277,0.119556,0.287314
67.1,0.0688529,0.0860319,0.105664,0.260549
67.15,0.0695855,0.0629845,0.127232,0.259802
67.2,0.0648111,0.0418859,0.171858,0.278555
67.25,0.0556394,0.0303386,0.225207,0.311185
67.3,0.045746,0.0321579,0.275127,0.353031
67.35,0.0393001,0.0460339,0.311112,0.396445
67.4,0.0385419,0.0670063,0.324192,0.42974
67.45,0.0425547,0.089385,0.310212,0.442151
67.5,0.0479863,0.109124,0.273829,0.43094
67.55,0.0512085,0.124522,0.228404,0.404134
67.6,0.0504911,0.135513,0.190456,0.37646
67.65,0.0468092,0.142592,0.172131,0.361532
67.7,0.04285,0.146154,0.176242,0.365246
67.75,0.0409801,0.146332,0.195905,0.383218
67.8,0.0415849,0.143056,0.218054,0.402695
67.85,0.042878,0.136214,0.229152,0.408244
67.9,0.0422498,0.126056,0.221227,0.389532
67.95,0.0381851,0.113787,0.195687,0.347659
68,0.031434,0.101858,0.162496,0.295788
68.05,0.0246706,0.0932855,0.134716,0.252672
68.1,0.0209136,0.0899928,0.121885,0.232791
68.15,0.0217933,0.0911793,0.126631,0.239603
68.2,0.0267961,0.0931945,0.145861,0.265852
68.25,0.0338975,0.0915624,0.173919,0.299379
68.3,0.0410386,0.0841297,0.204396,0.329565
68.35,0.0473731,0.0731141,0.230244,0.350731
68.4,0.0534542,0.0642973,0.244474,0.362226
68.45,0.0603391,0.063592,0.242878,0.366809
68.5,0.0683678,0.0732488,0.227041,0.368657
68.55,0.0765767,0.0903768,0.204658,0.371612
68.6,0.0831962,0.108804,0.186243,0.378243
68.65,0.0868574,0.122839,0.180304,0.390001
68.7,0.0875873,0.130185,0.18969,0.407462
68.75,0.0868091,0.132058,0.210257,0.429125
68.8,0.0862938,0.130889,0.231891,0.449074
68.85,0.0867928,0.127742,0.242072,0.456607
68.9,0.0873592,0.121577,0.231842,0.440778
68.95,0.0859142,0.110728,0.2017,0.398343
69,0.080739,0.0951059,0.163072,0.338917
69.05,0.0718841,0.0771705,0.132957,0.282012
69.1,0.0614897,0.0609493,0.124816,0.247255
69.15,0.052714,0.0500009,0.142383,0.245098
69.2,0.0479191,0.0459337,0.180493,0.274346
69.25,0.0472929,0.0483248,0.230348,0.325966
69.3,0.0488349,0.0555681,0.28312,0.387523
69.35,0.0497426,0.0655652,0.329224,0.444531
69.4,0.0483059,0.0757542,0.356833,0.480893
69.45,0.045074,0.0830181,0.354758,0.48285
69.5,0.0425319,0.0843743,0.319534,0.44644
69.55,0.0435045,0.0785645,0.260522,0.382591
69.6,0.049331,0.0674805,0.197196,0.314008
69.65,0.0589839,0.0559924,0.149556,0.264533
69.7,0.0696632,0.049748,0.128679,0.24809
69.75,0.0784227,0.0521404,0.133728,0.264292
69.8,0.0837406,0.0624975,0.155706,0.301944
69.85,0.0860397,0.0767928,0.183379,0.346212
69.9,0.086915,0.0903417,0.20728,0.384537
69.95,0.0877023,0.100491,0.221211,0.409404
70,0.0884261,0.107417,0.222807,0.41865
70.05,0.0878431,0.112699,0.213846,0.414389
70.1,0.0844936,0.117053,0.199632,0.401178
70.15,0.0779582,0.11912,0.18705,0.384128
70.2,0.0693907,0.116234,0.182129,0.367753
70.25,0.0609248,0.106486,0.188088,0.355499
70.3,0.0543676,0.0905027,0.204047,0.348917
70.35,0.0501006,0.0717067,0.224372,0.346179
70.4,0.046972,0.0550013,0.239619,0.341592
70.45,0.0432664,0.0447813,0.24017,0.328218
70.5,0.0380773,0.0433396,0.221646,0.303062
70.55,0.0321101,0.0502393,0.188509,0.270858
70.6,0.0273293,0.0626642,0.152543,0.242536
70.65,0.0256548,0.0765185,0.126644,0.228817
70.7,0.0275867,0.0879894,0.118285,0.233861
70.75,0.0317071,0.0951241,0.127003,0.253834
70.8,0.0354386,0.0987006,0.146529,0.280668
70.85,0.0366007,0.101703,0.168742,0.307046
70.9,0.0347649,0.10738,0.186612,0.328756
70.95,0.0315308,0.116905,0.195688,0.344124
71,0.0295385,0.128238,0.195047,0.352823
71.05,0.030843,0.13719,0.187738,0.355771
71.1,0.0356676,0.140171,0.179791,0.355629
71.15,0.0422865,0.136687,0.177641,0.356614
71.2,0.0480557,0.129639,0.18548,0.363174
71.25,0.0509039,0.123036,0.204057,0.377996
71.3,0.0503638,0.11877,0.230658,0.399792
71.35,0.0475837,0.114977,0.259033,0.421594
71.4,0.0444387,0.107409,0.279483,0.431331
71.45,0.0423914,0.0929667,0.281173,0.416531
71.5,0.041817,0.0728046,0.257591,0.372212
71.55,0.0421041,0.0526296,0.212232,0.306966
71.6,0.0422953,0.0398542,0.159354,0.241503
71.65,0.0417312,0.0395081,0.117728,0.198967
71.7,0.0402722,0.0516237,0.101317,0.193213
71.75,0.0380763,0.0716274,0.113637,0.223341
71.8,0.0352657,0.0931324,0.149004,0.277402
71.85,0.0318582,0.111071,0.197665,0.340594
71.9,0.0280502,0.123276,0.249497,0.400824
71.95,0.024569,0.130053,0.294384,0.449006
72,0.0226696,0.132643,0.322099,0.477412
72.05,0.0235877,0.131937,0.324871,0.480396
72.1,0.0276998,0.128098,0.301822,0.457619
72.15,0.0339763,0.12093,0.26112,0.416026
72.2,0.0402304,0.110439,0.21693,0.3676
72.25,0.0441923,0.0972176,0.182721,0.324131
72.3,0.0448514,0.0826534,0.16539,0.292894
72.35,0.0432298,0.0689572,0.163574,0.275761
72.4,0.0420062,0.0588035,0.170203,0.271012
72.45,0.0440817,0.0543931,0.177006,0.275481
72.5,0.0508585,0.0561911,0.178577,0.285627
72.55,0.061245,0.0621499,0.174403,0.297798
72.6,0.0720221,0.0682597,0.168235,0.308517
72.65,0.079419,0.0704884,0.165304,0.315212
72.7,0.0810298,0.0670841,0.169221,0.317335
72.75,0.0769918,0.0597033,0.180652,0.317347
72.8,0.0697813,0.0524758,0.198172,0.320429
72.85,0.0627833,0.0495276,0.219513,0.331824
72.9,0.0584858,0.0525952,0.241284,0.352364
72.95,0.0573132,0.0602891,0.257723,0.375325
73,0.0576924,0.0693439,0.261192,0.388229
73.05,0.0572094,0.0767873,0.245961,0.379957
73.1,0.0541232,0.0814581,0.21307,0.348651
73.15,0.0483794,0.0839895,0.171861,0.30423
73.2,0.0416389,0.0856171,0.136,0.263256
73.25,0.0364249,0.0869256,0.116565,0.239915
73.3,0.0349417,0.0874364,0.117126,0.239504
73.35,0.0381894,0.0861039,0.133621,0.257914
73.4,0.0457217,0.0821257,0.157702,0.285549
73.45,0.0560023,0.0754655,0.180462,0.31193
73.5,0.0670492,0.0669434,0.194888,0.328881
73.55,0.077039,0.0580913,0.197386,0.332516
73.6,0.0847034,0.0508982,0.188817,0.324419
73.65,0.0895099,0.0473145,0.174349,0.311174
73.7,0.0916789,0.0484066,0.161371,0.301456
73.75,0.092039,0.0534967,0.1563,0.301836
73.8,0.0916841,0.0600319,0.16224,0.313956
73.85,0.0914581,0.0647186,0.178502,0.334679
73.9,0.0914433,0.065552,0.201207,0.358203
73.95,0.0907438,0.0634347,0.223836,0.378014
74,0.0877963,0.0620187,0.238097,0.387912
74.05,0.0811809,0.0655205,0.236423,0.383125
74.1,0.0705715,0.0758167,0.215937,0.362325
74.15,0.0572905,0.090877,0.181296,0.329464
74.2,0.0440606,0.105789,0.143544,0.293394
74.25,0.0339614,0.115775,0.115037,0.264773
74.3,0.0290669,0.119071,0.103848,0.251986
74.35,0.0294779,0.117611,0.111325,0.258414
74.4,0.0333027,0.115052,0.133527,0.281882
74.45,0.0376385,0.113682,0.164232,0.315552
74.5,0.0400579,0.112546,0.196987,0.34959
74.55,0.0398161,0.108169,0.225764,0.373748
74.6,0.0381442,0.0973225,0.245468,0.380935
74.65,0.0374961,0.0798216,0.253127,0.370445
74.7,0.0401764,0.0594073,0.249139,0.348722
74.75,0.0470838,0.042172,0.237344,0.3266
74.8,0.0572035,0.0336088,0.223418,0.31423
74.85,0.0680522,0.0360939,0.21222,0.316366
74.9,0.0767817,0.0481129,0.205378,0.330273
74.95,0.0813587,0.0653757,0.200424,0.347158
75,0.0812711,0.0829757,0.192373,0.35662
75.05,0.0775162,0.0974376,0.177422,0.352376
75.1,0.0719891,0.107781,0.156672,0.336443
75.15,0.066625,0.115273,0.136992,0.31889
75.2,0.0626764,0.122082,0.127694,0.312453
75.25,0.0603632,0.129512,0.135082,0.324957
75.3,0.0589468,0.136749,0.158958,0.354654
75.35,0.0571342,0.14096,0.193577,0.391671
75.4,0.0536551,0.138876,0.23152,0.424051
75.45,0.047832,0.129059,0.266584,0.443475
75.5,0.0399684,0.113345,0.293562,0.446875
75.55,0.0313967,0.0963182,0.306668,0.434383
75.6,0.0241131,0.0828764,0.300075,0.407064
75.65,0.0200716,0.0754075,0.271517,0.366997
75.7,0.0203847,0.0725445,0.226028,0.318957
75.75,0.0247836,0.0704977,0.175808,0.271089
75.8,0.0316288,0.0661236,0.135313,0.233065
75.85,0.0385331,0.0595591,0.114685,0.212777
75.9,0.0433552,0.0544768,0.115891,0.213723
75.95,0.0451033,0.0557152,0.133531,0.23435
76,0.0443018,0.0659391,0.158857,0.269097
76.05,0.0426256,0.0836697,0.184006,0.310301
76.1,0.0419752,0.103992,0.204287,0.350254
76.15,0.0434581,0.121311,0.218197,0.382967
76.2,0.046792,0.132184,0.226138,0.405114
76.25,0.0504242,0.136388,0.2291,0.415912
76.3,0.0522966,0.135847,0.22811,0.416254
76.35,0.0508616,0.132531,0.224382,0.407775
76.4,0.045849,0.126956,0.219368,0.392173
76.45,0.0384262,0.118216,0.214011,0.370654
76.5,0.0307037,0.105253,0.207573,0.343529
76.55,0.02484,0.0882825,0.197438,0.310561
76.6,0.0221637,0.0694179,0.180918,0.2725
76.65,0.0226877,0.0521812,0.158182,0.233051
76.7,0.0251937,0.0402741,0.133905,0.199373
76.75,0.0278205,0.0362197,0.115816,0.179856
76.8,0.02889,0.0404073,0.110815,0.180113
76.85,0.0276321,0.0508819,0.121403,0.199917
76.9,0.024517,0.0640328,0.144759,0.233309
76.95,0.0210637,0.0760448,0.174521,0.27163
77,0.0191896,0.0845448,0.203421,0.307155
77.05,0.0203607,0.0895708,0.225118,0.33505
77.1,0.0248961,0.0931634,0.23508,0.35314
77.15,0.0317484,0.0976702,0.231246,0.360665
77.2,0.0388913,0.103791,0.214792,0.357474
77.25,0.044183,0.109749,0.190344,0.344275
77.3,0.0463273,0.112296,0.164907,0.32353
77.35,0.0454771,0.108972,0.145567,0.300016
77.4,0.0431606,0.100001,0.136912,0.280074
77.45,0.0415236,0.0883829,0.139322,0.269229
77.5,0.0422305,0.0780338,0.148873,0.269137
77.55,0.0455556,0.0712688,0.159077,0.275902
77.6,0.0501324,0.0674562,0.163912,0.281501
77.65,0.0535146,0.0638026,0.16081,0.278128
77.7,0.0533008,0.0576636,0.151917,0.262881
77.75,0.0482914,0.0486885,0.142706,0.239686
77.8,0.0391221,0.039311,0.138803,0.217236
77.85,0.0280742,0.033345,0.143135,0.204554
77.9,0.0181524,0.03375,0.155154,0.207057
77.95,0.0118637,0.0410431,0.172028,0.224935
78,0.0102482,0.0531982,0.190217,0.253664
78.05,0.0125772,0.0668066,0.206085,0.285468
78.1,0.0168153,0.0786089,0.215728,0.311152
78.15,0.0206097,0.0865709,0.215326,0.322507
78.2,0.0223581,0.090203,0.202748,0.315309
78.25,0.0218995,0.0902707,0.179575,0.291745
78.3,0.0205475,0.0881694,0.151751,0.260468
78.35,0.0204618,0.0851817,0.127707,0.233351
78.4,0.0236234,0.0818437,0.114682,0.220149
78.45,0.0308414,0.0777426,0.115359,0.223943
78.5,0.0412266,0.0719932,0.126926,0.240146
78.55,0.0523886,0.0642437,0.143136,0.259768
78.6,0.0613256,0.0555489,0.15797,0.274844
78.65,0.0656601,0.0483174,0.168541,0.282519
78.7,0.0646845,0.0450864,0.175511,0.285282
78.75,0.0597132,0.0468086,0.181218,0.28774
78.8,0.05352,0.0519115,0.187323,0.292755
78.85,0.0490641,0.0570151,0.193823,0.299902
78.9,0.0480809,0.0590212,0.199719,0.306821
78.95,0.0502279,0.057182,0.20407,0.31148
79,0.0532443,0.0536412,0.206073,0.312958
79.05,0.0540927,0.0519869,0.20423,0.310309
79.1,0.0505412,0.0548161,0.196058,0.301415
79.15,0.0423936,0.0620354,0.179458,0.283887
79.2,0.0317251,0.0710545,0.15516,0.257939
79.25,0.0219845,0.07861,0.128195,0.228789
79.3,0.016407,0.0827996,0.106769,0.205976
79.35,0.0165391,0.0838823,0.0988408,0.199262
79.4,0.0216156,0.0834415,0.10848,0.213537
79.45,0.0290738,0.0827479,0.134193,0.246014
79.5,0.0359038,0.0816341,0.16989,0.287428
79.55,0.0401144,0.0786554,0.207483,0.326253
79.6,0.0415778,0.0722827,0.239379,0.35324
79.65,0.0418695,0.0621977,0.259817,0.363884
79.7,0.043252,0.0498376,0.265224,0.358313
79.75,0.0473664,0.0379581,0.254459,0.339783
79.8,0.0542936,0.0295734,0.229477,0.313344
79.85,0.0624155,0.0268319,0.195847,0.285094
79.9,0.0690914,0.030251,0.161886,0.261229
79.95,0.0717927,0.0385261,0.135888,0.246206
80,0.0691722,0.0490057,0.1226,0.240778
80.05,0.0616241,0.0587636,0.121404,0.241792
80.1,0.0511405,0.0658984,0.127776,0.244815
80.15,0.0405558,0.0703881,0.137115,0.248059
80.2,0.0324927,0.0738697,0.147922,0.254285
80.25,0.0284161,0.0782959,0.1618,0.268512
80.3,0.028156,0.084259,0.180525,0.29294
80.35,0.0300993,0.0901952,0.203029,0.323323
80.4,0.0320009,0.0932099,0.225023,0.350234
80.45,0.0321058,0.0910982,0.241393,0.364597
80.5,0.0300958,0.0841254,0.248993,0.363214
80.55,0.0273888,0.0751522,0.247387,0.349928
80.6,0.0265652,0.0678487,0.237354,0.331768
80.65,0.0301059,0.064208,0.219147,0.313461
80.7,0.0390098,0.0632003,0.192652,0.294862
80.75,0.0520027,0.0616308,0.159562,0.273195
80.8,0.0658259,0.0566431,0.125528,0.247997
80.85,0.0765705,0.0480663,0.0998422,0.224479
80.9,0.0814552,0.0389116,0.0919009,0.212268
80.95,0.080151,0.0336718,0.106297,0.22012
81,0.0749278,0.0356372,0.139792,0.250357
81.05,0.0694867,0.0450411,0.182484,0.297012
81.1,0.0670384,0.0591356,0.222625,0.348799
81.15,0.0686207,0.0739001,0.251831,0.394352
81.2,0.0725445,0.0860847,0.267222,0.425852
81.25,0.0752773,0.094319,0.269679,0.439275
81.3,0.073307,0.0988776,0.260673,0.432858
81.35,0.0650155,0.100623,0.241029,0.406668
81.4,0.0515954,0.100008,0.212529,0.364132
81.45,0.0365648,0.096731,0.180004,0.3133
81.5,0.0241711,0.0900888,0.150822,0.265082
81.55,0.0175245,0.079705,0.131385,0.228615
81.6,0.0173833,0.0662165,0.123582,0.207181
81.65,0.0221178,0.0515847,0.124526,0.198229
81.7,0.0287555,0.0388021,0.129911,0.197469
81.75,0.0344958,0.0309536,0.137886,0.203336
81.8,0.0379369,0.029928,0.150025,0.21789
81.85,0.0394884,0.0354305,0.168799,0.243718
81.9,0.0408923,0.045002,0.194103,0.279998
81.95,0.0441812,0.055254,0.221857,0.321292
82,0.0505918,0.0637036,0.245573,0.359868
82.05,0.0598903,0.0700263,0.259306,0.389222
82.1,0.0703376,0.0758053,0.259764,0.405907
82.15,0.0792678,0.0828888,0.246624,0.40878
82.2,0.084045,0.0915431,0.221698,0.397286
82.25,0.083058,0.0998337,0.188249,0.371141
82.3,0.0763921,0.10478,0.15111,0.332282
82.35,0.0659,0.10445,0.117088,0.287438
82.4,0.0545836,0.0993758,0.0943515,0.248311
82.45,0.0454663,0.0921539,0.0899708,0.227591
82.5,0.0403934,0.0854997,0.106438,0.232331
82.55,0.039307,0.0802654,0.139541,0.259113
82.6,0.0403916,0.074977,0.179728,0.295097
82.65,0.0410965,0.0672752,0.216597,0.324969
82.7,0.0395768,0.0561691,0.243413,0.339159
82.75,0.0358162,0.0433936,0.258369,0.337579
82.8,0.0317914,0.032847,0.262215,0.326854
82.85,0.0305124,0.02851,0.255288,0.314311
82.9,0.0343901,0.0322862,0.237247,0.303923
82.95,0.0437971,0.0431421,0.209589,0.296528
83,0.0566354,0.0579118,0.177685,0.292232
83.05,0.0692061,0.0730217,0.149295,0.291522
83.1,0.0779577,0.0859698,0.130254,0.294181
83.15,0.0811825,0.0958051,0.12125,0.298237
83.2,0.07974,0.102645,0.11884,0.301225
83.25,0.0764115,0.106799,0.119806,0.303016
83.3,0.0742508,0.108109,0.124716,0.307076
83.35,0.0748453,0.105829,0.137393,0.318068
83.4,0.0774397,0.0990332,0.160792,0.337265
83.45,0.079379,0.0873739,0.192932,0.359685
83.5,0.0775954,0.071838,0.226301,0.375734
83.55,0.0703089,0.0550641,0.251181,0.376554
83.6,0.0580381,0.0408193,0.260424,0.359281
83.65,0.0434313,0.0326202,0.252428,0.32848
83.7,0.0300755,0.0320918,0.230688,0.292856
83.75,0.0209469,0.0380672,0.200822,0.259836
83.8,0.0172816,0.0471865,0.167721,0.232189
83.85,0.0183495,0.055832,0.135049,0.209231
83.9,0.0221177,0.0622313,0.106994,0.191343
83.95,0.0263746,0.0672877,0.0897051,0.183367
84,0.0297431,0.0734947,0.0897776,0.193015
84.05,0.0321596,0.0826743,0.109946,0.22478
84.1,0.0346943,0.0941883,0.145537,0.27442
84.15,0.0388759,0.104969,0.185501,0.329346
84.2,0.0458399,0.111365,0.218145,0.37535
84.25,0.0556379,0.111429,0.237259,0.404326
84.3,0.0669617,0.105965,0.243732,0.416659
84.35,0.0774066,0.0976415,0.241859,0.416907
84.4,0.0842298,0.0889416,0.234367,0.407538
84.45,0.0853748,0.0805834,0.220865,0.386823
84.5,0.0803773,0.0715542,0.200493,0.352425
84.55,0.0707306,0.0606047,0.175232,0.306567
84.6,0.0594474,0.0479444,0.150104,0.257495
